1139,106,1405,106,1405,134,1139,134,ACME
1696,106,1852,106,1852,134,1696,134,Invoice Number
537,110,675,110,675,137,537,137,#000009
110,111,520,117,519,200,109,194,Acme Inc
537,146,791,146,791,174,537,174,555-555-1234 x137
1139,186,1292,186,1292,216,1139,216,2018-0411
1696,183,1849,183,1849,210,1696,210,Issue Date
1693,241,1849,241,1849,265,1693,265,Due Date
1139,241,1271,241,1271,265,1139,265,2018:04:11
97,308,210,308,210,339,97,339,Bill to:
443,308,580,308,580,342,443,342,Ship to:
1219,345,1332,345,1332,378,1219,378,$685.35
1659,339,1833,339,1833,382,1659,382,PAID
443,345,617,345,617,385,443,385,Marty McFly
94,347,269,351,268,387,94,383,Marty McFly
94,382,288,388,287,424,93,418,200 Billing Rd
443,388,660,388,660,421,443,421,100 Shipping St
94,427,229,427,229,452,94,452,Suite 100
446,427,556,427,556,455,446,455,Apt 200
97,464,372,464,372,492,97,492,Needham, MA 02494
443,464,754,464,754,492,443,492,Pleasantviller NC 12345
1384,654,1515,654,1515,681,1384,681,Item
137,654,204,654,204,678,137,678,Quantity
1110,650,1223,657,1221,683,1108,676,Unit Price
1708,654,1815,654,1815,678,1708,678,Amount
137,742,385,742,385,773,137,773,Professional Plan1
1408,742,1512,742,1512,776,1408,776,$99. 00
1708,742,1812,742,1812,776,1708,776,$99.00
137,791,406,791,406,816,137,816,04/1 1/2018 05/11/2018
1424,880,1515,880,1515,910,1424,910,Small Instance (Hourly)1
1693,880,1812,880,1812,910,1693,910,764
137,880,458,880,458,913,137,913,$0.25
1158,880,1222,880,1222,904,1158,904,$191.00
134,987,458,983,458,1020,134,1023,Large Instance (Hourly)
1424,987,1512,987,1512,1014,1424,1014,$471.50
1693,984,1812,984,1812,1017,1693,1017,943
1158,987,1219,987,1219,1011,1158,1011,so. 50
1427,1130,1552,1130,1552,1158,1427,1158,$761.50
1693,1127,1812,1127,1812,1161,1693,1161,Subtotal
134,1158,418,1158,418,1191,134,1191,Discount(s) Applied:
1405,1188,1549,1188,1549,1213,1405,1213,($76.15)
1690,1185,1812,1185,1812,1219,1690,1219,Discounts
140,1231,614,1231,614,1259,140,1259,I MULTI3 Multi-service discount (10%)
846,1231,947,1231,947,1259,846,1259,$76.15
1470,1243,1552,1243,1552,1271,1470,1271,$685.35
1693,1240,1809,1240,1809,1268,1693,1268,Total
1693,1338,1809,1338,1809,1366,1693,1366,$685.35
1476,1341,1549,1341,1549,1366,1476,1366,Paid
1723,1393,1812,1393,1812,1427,1723,1427,$0.00
1485,1399,1549,1399,1549,1424,1485,1424,Due
94,1479,378,1479,378,1518,94,1518,Payment History
134,1555,1253,1555,1253,1589,134,1589,04/11/2018 03:20PM EDT Credit card payment: $685.35 (Visa NOCKINCONSCONTING
