17,21,205,21,205,44,17,44,Craigs" Landscaping
21,57,145,57,145,72,21,72,123 Sierra Dr.
22,84,217,84,217,100,22,100,Mountain View 94039
22,111,151,111,151,127,22,127,123-456-7890
21,141,292,141,292,158,21,158,calossanosca@nograma.com
20,168,228,168,228,186,20,186,craigslandscaping. com
18,274,124,274,124,296,18,296,Invoice
20,328,96,328,96,344,20,344,BILL to
548,328,640,328,640,344,548,344,INVOICE:
660,328,721,328,721,342,660,342,12345
657,356,722,356,722,370,657,370,Smith Enterprises
18,354,181,354,181,374,18,374,TERMS:
564,356,640,356,640,372,564,372,Net 30
21,384,144,384,144,400,21,400,02/27/2017
578,384,640,384,640,400,578,400,456 Sierra Dr
656,382,766,382,766,398,656,398,Date:
656,411,765,411,765,426,656,426,Mountain View, CA 94039
21,410,253,410,253,429,21,429,DUE Date:
534,412,640,412,640,428,534,428,0212712017
473,668,580,668,580,686,473,686,SUBTOTAL
649,670,729,670,729,686,649,686,$650 00
476,697,625,697,625,714,476,714,DISCOUNT 10%
660,698,729,698,729,714,660,714,$65. 00
476,726,566,726,566,742,476,742,TAX 8.5%
649,726,718,726,718,742,649,742,$55 25
474,754,542,754,542,770,474,770,total
649,754,729,754,729,770,649,770,$640.25
