32,54,354,54,354,84,32,84,Nestle Middle East FZE
2006,76,2203,76,2203,127,2006,127,Nestle
32,80,237,80,237,116,32,116,PO Box:1 7327
36,109,116,109,116,138,36,138,Duba
32,135,237,135,237,164,32,164,Utd Arab Emir
32,160,423,160,423,190,32,190,Tel:4 88380001Faxia 8839000
785,160,920,160,920,190,785,190,INVOICE
1037,160,1213,160,1213,190,1037,190,4554037410
1034,201,1132,201,1132,226,1034,226,Ship To:
1187,201,1461,201,1461,226,1187,226,Nestle Saudi Arabia L.L.
1651,201,1900,201,1900,230,1651,230,Billing NO 9316531512
32,230,244,230,244,255,32,255,Date 23 07. 2020
398,230,540,230,540,255,398,255,Customer Indent no
1655,226,1849,226,1849,252,1655,252,4554037410
1191,233,1344,233,1344,259,1191,259,South Jeddah
1655,252,1900,252,1900,285,1655,285,Due Date 22.08 2020
398,255,712,255,712,285,398,285,Payment Terms:
32,255,211,255,211,285,32,285,Due within 30 days of inv date
1187,263,1615,263,1615,292,1187,292,Jeddah, All Khumra Wh AreaSaudi Arabia
1651,281,1955,281,1955,310,1651,310,Delivery ref. No 837916454
32,285,219,285,219,310,32,310,Bank Information
398,285,661,285,661,310,398,310,Account No.: 00201062
1187,296,1527,296,1527,325,1187,325,VAT Nuntersoosrossinators
1655,306,1885,306,1885,332,1655,332,STPO1 4554037339
398,310,537,310,537,336,398,336,Citibank N.A
1655,332,1801,332,1801,358,1655,358,LDP6236966
398,339,690,339,690,365,398,365,Khalid Bin Al Waleed Street
398,365,632,365,632,391,398,391,Delivery Date: 03 19 2020
1655,358,1929,358,1929,387,1655,387,Dubai; Utd. Arab Emir.
398,391,606,391,606,420,398,420,SWIFT CITIAEAD
581,478,698,478,698,511,581,511,HS Code
858,478,946,478,946,504,858,504,Unit
1253,478,1304,478,1304,504,1253,504,Excise
65,478,127,478,127,500,65,500,vato VAT Amount Gross Amount
237,475,343,475,343,504,237,504,Item
1330,478,1388,478,1388,500,1330,500,Categotyl
1399,475,1458,475,1458,500,1399,500,Net Kg
1502,475,1586,475,1586,500,1502,500,Gross Kg
1600,478,1662,478,1662,500,1600,500,Measure cm)
1677,478,1776,478,1776,504,1677,504,Qty
1812,478,1871,478,1871,500,1812,500,Unit
1904,475,2273,475,2273,500,1904,500,Disc
983,478,1092,478,1092,504,983,504,Net Unit
1096,478,1246,478,1246,504,1096,504,Tota
62,504,131,504,131,529,62,529,Code
858,504,946,504,946,533,858,533,Country of Origin
1692,504,1761,504,1761,529,1692,529,Product Description
204,504,391,504,391,533,204,533,Weight
529,504,741,504,741,529,529,529,Weight
994,504,1081,504,1081,533,994,533,Volume m3
1107,504,1235,504,1235,529,1107,529,Price
1399,504,1465,504,1465,529,1399,529,Tax
1516,504,1571,504,1571,529,1516,529,GPR
1600,504,1662,504,1662,529,1600,529,Price
1812,504,1874,504,1874,529,1812,529,USD
2017,504,2079,504,2079,529,2017,529,USD
2163,504,2229,504,2229,529,2163,529,USD
32,562,135,562,135,588,32,588,12456205
895,562,972,562,972,588,895,588,19.04. 10.91
1026,562,1103,562,1103,588,1026,588,Breakfast Cereals
1140,562,1238,562,1238,588,1140,588,10 .000
1264,562,1315,562,1315,588,1264,588,13 100
1436,562,1502,562,1502,588,1436,588,60*50*35
1706,562,1772,562,1772,588,1706,588,616
160,562,277,562,277,588,160,588,Case
431,562,606,562,606,592,431,592,27. 02
1337,562,1399,562,1399,588,1337,588,27. 02
1812,562,1911,562,1911,588,1812,588,16644 32
2167,562,2273,562,2273,588,2167,588,16,644. 32
434,592,833,598,833,630,434,624,Poland
1005,595,1100,595,1100,621,1005,621,CNTR CORN FLAKES Cereal 10x10009 NO
1162,595,1238,595,1238,621,1162,621,6,160 00
157,595,237,595,237,621,157,621,8,069.60
869,595,964,595,964,621,869,621,54. 680
434,628,471,628,471,650,434,650,XA
434,657,522,657,522,683,434,683,TOTAL
888,668,964,668,964,690,888,690,160. 00
1023,672,1100,672,1100,690,1023,690,069 60
1162,672,1238,672,1238,690,1162,690,64.680
1816,672,1911,672,1911,690,1816,690,616
2170,672,2269,672,2269,690,2170,690,16644 32
1268,672,1315,672,1315,690,1268,690,16 644:32
32,749,175,749,175,778,32,778,INCOTERM:
230,752,628,752,628,782,230,782,Grand Total
1509,749,1644,749,1644,778,1509,778,CIF(Costs insurance freight Jeddah
2148,752,2265,752,2265,778,2148,778,16,644 32
32,778,179,778,179,804,32,804,INSURANCE
226,778,566,778,566,804,226,804,INSURANCE COVERED BY US
32,804,222,804,222,833,32,833,Manufactured by:
230,804,372,804,372,829,230,829,CPW Poland
32,833,314,833,314,858,32,858,Origin Exclusively: Poland
32,1388,113,1388,113,1414,32,1414,Bill To
1644,1392,2028,1392,2028,1421,1644,1421,NESTLE MIDDLE EAST FZE
32,1418,303,1413,303,1442,32,1446,Nestle Saudi Arabia C
32,1443,255,1443,255,1469,32,1469,Jeddah, Saudi Arabia
2010,1556,2123,1556,2123,1582,2010,1582,Page of
