46,54,242,54,242,99,46,99,INVOICE
613,81,692,81,692,104,613,104,LOGO
49,127,154,127,154,142,49,142,East Repair Inc.
49,149,167,149,167,165,49,165,1912 Harvest Lane
51,167,177,167,177,182,51,182,New York NY 12210
454,207,527,207,527,227,454,227,BILL to
49,207,106,207,106,227,49,227,SHIP TO
256,207,314,207,314,225,256,225,INVOICE #
648,212,699,212,699,225,648,225,us 001
51,233,124,233,124,250,51,250,INVOICE DATE
455,233,550,233,550,251,455,251,John Smith
258,235,329,235,329,248,258,248,John Smith
628,237,701,237,701,250,628,250,1110212019
51,251,144,251,144,266,51,266,a Court Square
256,251,381,251,381,266,256,266,3787 Pineview Drive
457,260,499,260,499,278,457,278,P.0.#
631,263,701,263,701,276,631,276,231212019
255,268,393,270,392,286,255,284,New York, NY 12210
51,270,177,270,177,285,51,285,Cambridge MA 12210
457,286,527,286,527,305,457,305,DUE DATE
628,290,701,290,701,303,628,303,26/0212019
69,348,104,348,104,366,69,366,QTY
220,348,311,348,311,366,220,366,DESCRIPTION
450,346,527,346,527,364,450,364,UNIT PRICE
629,346,691,346,691,364,629,364,AMOUNT
124,382,286,382,286,397,124,397,Front and rear brake cables
479,382,527,382,527,396,479,396,100.00
641,382,689,382,689,396,641,396,100 00
487,416,527,416,527,429,487,429,New set of pedal arms
648,416,689,416,689,429,648,429,15.00
122,416,258,416,258,432,122,432,30 .00
79,417,94,417,94,429,79,429,Z
124,449,192,449,192,462,124,462,3
649,449,689,449,689,462,649,462,Labor 3hrs
79,449,94,449,94,462,79,462,5.00
492,449,527,449,527,462,492,462,15 on
470,492,527,492,527,505,470,505,Subtotal
641,492,689,492,689,505,641,505,145 .00
422,523,525,523,525,538,422,538,Sales Tax 6 25%
656,525,689,525,689,538,656,538,9. 06
475,557,528,557,528,575,475,575,$154.06
621,555,692,555,692,575,621,575,TOTAL
384,909,523,906,524,926,384,929,TERMS to CONDITIONS
113,957,393,963,392,1021,111,1015,Thank you
386,956,566,956,566,973,386,973,Payment is due within 15 days
386,993,668,993,668,1007,386,1007,Please make checks payable 10. East Repair Inc.
