225,138,513,138,513,187,225,187,a
120,138,213,138,213,191,120,191,PandaDoc
1623,258,1852,258,1852,288,1623,288,(Company name]
967,277,1290,277,1290,337,967,337,Invoice
1642,296,1852,296,1852,326,1642,326,[Street address]
1740,337,1852,337,1852,367,1740,367,[Phone]
547,412,787,412,787,442,547,442,Invoice description
975,506,1136,506,1136,536,975,536,Invoiced To
547,513,780,513,780,540,547,540,Invoice number: 92
547,540,806,540,806,566,547,566,issue date: 11.07.2018
975,570,1143,570,1143,592,975,592,Due date 22.03 2019
547,566,806,566,806,596,547,596,[Client business)
975,600,1155,600,1155,626,975,626,[Name contact]
547,626,772,626,772,652,547,652,Reference: 011986
975,626,1133,631,1132,661,974,656,[Street address
543,652,862,652,862,686,543,686,Payment method: Transfer
551,701,922,701,922,720,551,720,Payment should received before due dated
1522,738,1635,738,1635,761,1522,761,Service
1691,738,1758,738,1758,761,1691,761,Qty Hrs:
1001,738,1091,738,1091,761,1001,761,Unit Price:
1353,738,1470,738,1470,761,1353,761,Total:
547,768,596,768,596,791,547,791,to
1001,791,1083,791,1083,817,1001,817,Design
1353,791,1395,791,1395,813,1353,813,26
1522,791,1601,791,1601,817,1522,817,120.00
1691,791,1785,791,1785,817,1691,817,3.120.00
547,795,690,795,690,825,547,825,John Maker
547,828,697,828,697,855,547,855,10 Cross str.
1353,847,1398,847,1398,870,1353,870,95.00
1522,843,1593,843,1593,870,1522,870,2.850.00
1691,843,1788,843,1788,870,1691,870,Programming
1001,847,1140,847,1140,870,1001,870,30
547,858,645,858,645,885,547,885,AE12SS
547,888,611,888,611,915,547,915,USA
1522,911,1661,911,1661,933,1522,933,5.970.00
1691,907,1792,907,1792,933,1691,933,Invoice total:
570,986,888,986,888,1016,570,1016,IBAN: 2371090284989873
1691,1031,1800,1031,1800,1057,1691,1057,Signed by
