683,118,1018,118,1018,156,683,156,CREDIT NOTE
935,173,1015,173,1015,192,935,192,# CN-17
873,225,1015,225,1015,244,873,244,Credits Remaining
909,246,1015,246,1015,268,909,268,$562.750
75,272,147,272,147,291,75,291,Zylker
78,296,220,296,220,315,78,315,7455 Drew Court
78,318,166,318,166,339,78,339,White City
78,339,144,339,144,358,78,358,Kansas
78,360,137,360,137,379,78,379,66872
78,382,128,382,128,401,78,401,U.S.A
78,403,194,403,194,422,78,422,270-510 0585
78,469,142,469,142,488,78,488,Bill to
80,493,232,493,232,512,80,512,ROD & Joe Traders
78,515,246,515,246,534,78,534,4141 Hacienda Drive
80,536,175,536,175,555,80,555,Credit Date
700,534,809,534,809,553,700,553,29 Jun 2018
913,534,1015,534,1015,553,913,553,Pleasanton
78,557,161,557,161,576,78,576,94588 CA
757,569,809,569,809,588,757,588,Ref#
947,569,1015,569,1015,590,947,590,321014
80,579,121,579,121,598,80,598,USA
149,640,303,640,303,659,149,659,Item & Description
683,640,719,640,719,659,683,659,Qty
776,640,821,640,821,657,776,657,Rate
932,640,1006,640,1006,657,932,657,Amount
151,685,289,685,289,707,151,707,Brochure Design
676,685,719,685,719,704,676,704,1.00
750,685,821,685,821,704,750,704,300. 000
932,685,1003,685,1003,704,932,704,300. 000
151,707,429,707,429,728,151,728,Brochure Design Single Sided Color
151,757,462,757,462,780,151,780,Web Design Packagestremplate) Basic
676,757,719,757,719,776,676,776,1.00
747,757,821,757,821,776,747,776,250 000
932,757,1003,757,1003,776,932,776,250 000
151,778,607,778,607,802,151,802,Custom Themes for your business Inclusive of 10 hours of
147,799,391,799,391,821,147,821,marketing and annual training
676,849,719,849,719,868,676,868,Print Ad Basic Color
759,849,821,849,821,868,759,868,1.00
942,849,1003,849,1003,868,942,868,80. 000
151,849,329,849,329,868,151,868,80 000
151,871,329,871,329,890,151,890,Print Ad 1/8 size Color
740,923,821,923,821,942,740,942,Sub Total
932,923,1003,923,1003,939,932,939,630 000
942,970,1003,970,1003,989,942,989,Sample Tax1 (4.70%
655,970,821,970,821,992,655,992,11.750
655,1020,823,1020,823,1041,655,1041,21. 000
942,1018,1006,1018,1006,1041,942,1041,Sample Tax2 7 0090)
768,1068,821,1068,821,1087,768,1087,Total
923,1068,1003,1068,1003,1087,923,1087,$662.750
714,1117,821,1117,821,1136,714,1136,Credits Used
913,1117,1003,1117,1003,1136,913,1136,-- 100. 000
662,1162,821,1167,820,1192,661,1186,Credits Remaining
923,1167,1003,1167,1003,1186,923,1186,$562.750
78,1274,140,1274,140,1293,78,1293,Notes
78,1304,259,1307,258,1328,77,1325,Thanks for your business.
78,1367,256,1367,256,1390,78,1390,Terms & Conditions
78,1397,949,1397,949,1419,78,1419,Your company's Terms and Conditions will be displayed here You can add it in the Credit notes Preferences page under Settings
