735,20,867,20,867,47,735,47,Invoice
65,175,467,175,467,242,65,242,knack*
1052,182,1165,182,1165,205,1052,205,Knack HQ
1052,207,1187,207,1187,230,1052,230,123 Main St
1052,235,1297,231,1297,258,1052,262,Philadelphia, PA 19019
1242,337,1307,337,1307,357,1242,357,Invoice Number
1080,337,1230,337,1230,357,1080,357,1-0014
40,342,140,342,140,370,40,370,Ejecta
1080,380,1200,380,1200,400,1080,400,Invoice Date
1240,380,1347,380,1347,400,1240,400,11/02/2018
42,402,167,402,167,422,42,422,345 579- 3734
42,442,214,442,214,462,42,462,689 Marshville Road
40,467,245,467,245,492,40,492,Spring Valley, VY 10977
40,565,120,565,120,585,40,585,Product
1210,565,1297,565,1297,585,1210,585,Quantity
843,561,930,567,929,589,841,583,Subtotal
40,607,240,607,240,627,40,627,690x AMX car stereo
1210,607,1287,607,1287,627,1210,627,$267 00
1082,672,1230,672,1230,692,1082,692,Line Items Total
1237,672,1315,672,1315,692,1237,692,$267. 00
1240,717,1305,717,1305,737,1240,737,Sales Tax 7%
1080,715,1202,715,1202,735,1080,735,$18. 59
1082,760,1192,760,1192,782,1082,782,Order Total
1237,760,1315,760,1315,780,1237,780,$285. 69
647,825,952,825,952,850,647,850,Thank you for your business!
