49,114,174,120,173,139,48,134,East Repair Inc.
49,150,165,150,165,165,49,165,1912 Harvest Lane
51,169,177,169,177,184,51,184,New York, NY 12210
51,237,117,237,117,251,51,251,BILL to
268,237,338,237,338,251,268,251,SHIP to
455,237,542,237,542,251,455,251,INVOICE #
648,238,699,238,699,251,648,251,US 001
49,263,122,263,122,276,49,276,John Smith
270,263,341,263,341,276,270,276,John Smith
455,263,573,263,573,278,455,278,INVOICE DATE
628,263,701,263,701,276,628,276,1110212019
51,281,145,281,145,298,51,298,2 Court Square
268,281,392,281,392,295,268,295,3787 Pineview Drive
457,290,505,290,505,305,457,305,P.O.#
631,290,701,290,701,303,631,303,231212019
49,300,177,300,177,313,49,313,New York, NY 12210
268,300,404,300,404,313,268,313,Cambridge MA 12210
457,316,545,316,545,331,457,331,DUE DATE
628,316,699,316,699,329,628,329,26/0212019
557,387,697,387,697,414,557,414,$154.06
48,389,276,389,276,416,48,416,Invoice Total
49,479,91,479,91,495,49,495,QTY
117,479,230,479,230,494,117,494,DESCRIPTION
442,479,537,479,537,494,442,494,UNIT PRICE
624,479,699,479,699,492,624,492,AMOUNT
121,512,283,512,283,525,121,525,100.00
489,512,537,512,537,525,489,525,Front and rear brake cables
653,510,701,510,701,523,653,523,100 00
121,540,255,540,255,557,121,557,a
497,540,538,540,538,557,497,557,New se, of pedal arms
659,540,701,540,701,553,659,553,15 00
51,542,66,542,66,555,51,555,30.00
119,570,190,570,190,585,119,585,5.00
503,570,537,570,537,583,503,583,3
661,570,701,570,701,583,661,583,Labor 3hrs
51,570,66,570,66,583,51,583,15.00
482,615,537,615,537,628,482,628,Subtotal
654,615,701,615,701,628,654,628,145.00
432,641,537,641,537,656,432,656,Sales Tax a 25%
666,641,701,641,701,654,666,654,9.06
49,881,225,881,225,898,49,898,TERMS a CONDITIONS
49,925,230,925,230,941,49,941,Payment is due within 15 days
49,961,331,958,331,978,49,981,Please make checks payable 10: East Repair Inc
