51,71,212,71,212,91,51,91,INVOICE
606,71,701,71,701,89,606,89,East Repair Inc
49,112,165,112,165,127,49,127,1912 Harvest Lane
51,129,177,129,177,144,51,144,New York NY 12210
49,240,97,240,97,253,49,253,Bill To
276,240,333,240,333,255,276,255,Ship To
533,242,596,242,596,255,533,255,us 001
648,240,699,240,699,253,648,253,Invoice it
49,261,122,261,122,276,49,276,John Smith
276,263,349,263,349,276,276,276,John Smith
628,266,699,266,699,280,628,280,Invoice Date
513,266,595,266,595,280,513,280,11/0212019
51,281,144,281,144,295,51,295,M Court Square
275,280,401,280,401,295,275,295,3787 Pineview Drive
553,291,596,291,596,305,553,305,P.O.#
631,291,699,291,699,305,631,305,231212019
49,298,179,298,179,313,49,313,New York NY 12210
276,298,414,298,414,314,276,314,Cambridge, MA 12210
626,316,699,316,699,329,626,329,26/0212019
533,318,595,318,595,331,533,331,Due Date
436,386,515,386,515,399,436,399,QTY
580,386,643,386,643,399,580,399,DESCRIPTION
64,386,99,386,99,399,64,399,UNIT PRICE
218,386,313,386,313,399,218,399,AMOUNT
479,419,525,419,525,432,479,432,Front and rear brake cables
641,419,689,419,689,432,641,432,100.00
116,419,280,419,280,434,116,434,100. 00
117,454,250,454,250,469,117,469,New set or pedal arms
485,454,525,454,525,467,485,467,15 .00
648,452,689,452,689,465,648,465,30. 00
117,485,185,485,185,500,117,500,Labor 3hrs
494,485,525,485,525,500,494,500,> .000
648,485,689,485,689,499,648,499,15.00
472,520,527,520,527,533,472,533,Subtotal
641,518,689,518,689,532,641,532,145.00
422,552,525,552,525,565,422,565,Sales Tax 6 25%
654,552,689,552,689,565,654,565,9.06
457,585,525,585,525,603,457,603,TOTAL
615,585,691,585,691,603,615,603,$154.06
51,918,179,918,179,933,51,933,Terms & Conditions
51,936,232,940,231,960,51,956,Payment is due within 15 days
49,976,333,976,333,991,49,991,Please make checks payable 10. East Repair nc.
