417,60,522,60,522,70,417,70,POWER up
49,60,322,60,322,92,49,92,408 Commonwealth
425,73,524,73,524,86,425,86,Ave Tandang Sora
437,88,524,88,524,100,437,100,MNL PH 46360
50,226,144,226,144,241,50,241,INVOICE #
398,236,492,236,492,250,398,250,S 483 00 USD
50,248,116,248,116,260,50,260,76-871101
333,546,398,546,398,557,333,557,SUB TOTAL
49,548,148,548,148,558,49,558,BILLING ADDRESS
437,548,486,548,486,560,437,560,5 400 on
49,562,128,564,127,577,49,575,Sophia Phillips
342,565,400,565,400,577,342,577,shipping
441,569,484,569,484,580,441,580,5 20.00
49,578,161,578,161,590,49,590,817 Cedar Springs Rd
342,586,400,586,400,597,342,597,TAX (15%)
441,588,484,588,484,600,441,600,5 6300
50,593,145,593,145,604,50,604,Athens in 37303
318,605,398,605,398,617,318,617,GRAND TOTAL
437,608,486,608,486,618,437,618,S 483.00
49,628,155,626,156,639,49,641,SHIPPING ADDRESS
49,644,128,644,128,654,49,654,Sophia Phillips
49,657,164,657,164,672,49,672,817 Cedar Springs Rd.
50,672,145,672,145,684,50,684,Athens TN 37303
50,742,162,742,162,753,50,753,CUSTOMER SERVICE
181,744,276,744,276,756,181,756,'76 209 1092 4098
177,757,269,757,269,772,177,772,infoapeizer com
52,760,141,760,141,772,52,772,04 '98 1029 1092
